entry_id,run_label,episode,workflow_file,task_name,decision_host,timestamp,agent_eft,potential,potential_before,potential_after,potential_delta,shaped_reward,top_k,lambda,gamma,temperature
55,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000069,cpu_host_ultra,1763974050.6830356,0.0018899974362500001,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
56,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000098,cpu_host_ultra,1763974050.7002451,0.0012470846108333332,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
57,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000023,cpu_host_ultra,1763974050.717924,0.002950421624583334,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
58,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000024,cpu_host_ultra,1763974050.7350585,0.0022204145375,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
59,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000055,cpu_host_ultra,1763974050.7504578,0.000875,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
60,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000008,cpu_host_ultra,1763974050.7676775,0.0019687496849999995,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
61,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000067,cpu_host_ultra,1763974050.7910976,0.00183750034125,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
62,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000084,cpu_host_ultra,1763974050.817979,0.0026075002799999998,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
63,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000031,cpu_host_ultra,1763974050.844104,0.003366111192222223,0.07434779405593872,0.07434779405593872,0.06876002252101898,-0.005587771534919739,0.004745257318019869,6,0.8,0.995,0.05
64,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000052,cpu_host_ultra,1763974050.8962166,0.0047348582215277785,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
65,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000096,cpu_host_ultra,1763974050.9270718,0.0024587519512499997,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
66,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000035,cpu_host_ultra,1763974050.9530222,0.004511808465416666,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
67,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000042,cpu_host_ultra,1763974050.975279,0.004450971208333333,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
68,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000018,cpu_host_ultra,1763974050.9979806,0.0033052764800000005,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
69,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000028,cpu_host_ultra,1763974051.0195112,0.002139305515,0.07434779405593872,0.07434779405593872,0.07434779405593872,0.0,0.00029739117622376023,6,0.8,0.995,0.05
70,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000009,cpu_host_ultra,1763974051.0417452,0.0023099990375,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
71,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000061,cpu_host_ultra,1763974051.0598223,0.003911250315,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
72,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000002,cpu_host_ultra,1763974051.0764055,0.0023012481625000005,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
73,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000011,cpu_host_ultra,1763974051.0949843,0.00195680661,0.07434779405593872,0.07434779405593872,0.0637473315000534,-0.010600462555885315,0.008735359370708462,6,0.8,0.995,0.05
74,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000100,cpu_host_ultra,1763974051.1175652,0.00161,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
75,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000033,cpu_host_ultra,1763974051.1363106,0.00228125,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
76,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000030,cpu_host_ultra,1763974051.155918,0.003163323681111111,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
77,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000095,cpu_host_ultra,1763974051.182529,0.006090002520000001,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
78,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000082,cpu_host_ultra,1763974051.2045152,0.007262501330000001,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
79,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000050,cpu_host_ultra,1763974051.2244227,0.007229024594166667,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
80,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000016,cpu_host_ultra,1763974051.2461393,0.0025448613341666664,0.07434779405593872,0.07434779405593872,0.053416453301906586,-0.020931340754032135,0.016958738416433333,6,0.8,0.995,0.05
81,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000051,cpu_host_ultra,1763974051.2656643,0.004937637408611112,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
82,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000056,cpu_host_ultra,1763974051.2845008,0.0061687528175,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
83,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000004,cpu_host_ultra,1763974051.3049188,0.00631749615,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
84,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000020,cpu_host_ultra,1763974051.3231263,0.007452086456111111,0.07434779405593872,0.07434779405593872,0.09527911245822906,0.020931318402290344,-0.01636393827199936,6,0.8,0.995,0.05
85,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000025,cpu_host_ultra,1763974051.3454394,0.0076954152675,0.07434779405593872,0.07434779405593872,0.0637473315000534,-0.010600462555885315,0.008735359370708462,6,0.8,0.995,0.05
86,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000046,cpu_host_ultra,1763974051.3677638,0.0028287496552777775,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
87,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000062,cpu_host_ultra,1763974051.3841581,0.006238756177500001,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
88,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000099,cpu_host_ultra,1763974051.400584,0.007452079946944446,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
89,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000064,cpu_host_ultra,1763974051.419559,0.00508375,0.07434779405593872,0.07434779405593872,0.06876002252101898,-0.005587771534919739,0.004745257318019869,6,0.8,0.995,0.05
90,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000076,cpu_host_ultra,1763974051.437391,0.0033424964737500005,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
91,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000065,cpu_host_ultra,1763974051.4549906,0.0037012496062500005,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
92,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000047,cpu_host_ultra,1763974051.473526,0.013545557552916667,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
93,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000072,cpu_host_ultra,1763974051.4907124,0.01158500415625,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
94,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000054,cpu_host_ultra,1763974051.5094564,0.01173375021,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
95,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000073,cpu_host_ultra,1763974051.526855,0.013170416666666669,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
96,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000010,cpu_host_ultra,1763974051.55257,0.01298791500388889,0.07434779405593872,0.07434779405593872,0.08467864245176315,0.010330848395824432,-0.007925964146852494,6,0.8,0.995,0.05
97,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000001,cpu_host_ultra,1763974051.571338,0.01134875188125,0.07434779405593872,0.07434779405593872,0.0637473464012146,-0.010600447654724121,0.00873534750938415,6,0.8,0.995,0.05
98,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000038,cpu_host_ultra,1763974051.586463,0.0074825,0.07434779405593872,0.07434779405593872,0.0637473315000534,-0.010600462555885315,0.008735359370708462,6,0.8,0.995,0.05
99,redo_experiments_case,,seismology-chameleon-100p-001.json,sG1IterDecon_ID0000034,cpu_host_ultra,1763974051.6017249,0.006580138118333335,0.07434779405593872,0.07434779405593872,0.05341646820306778,-0.02093132585287094,0.01695872655510902,6,0.8,0.995,0.05
100,redo_experiments_case,,seismology-chameleon-100p-001.json,wrapper_siftSTFByMisfit_ID0000101,cpu_host_ultra,1763974051.6527104,763.5389650000584,0.05341646820306778,0.05341646820306778,0.05341646820306778,0.0,0.00021366587281226868,6,0.8,0.995,0.05
